Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Ðý?ng Ð?i C?n, Phý?ng Ðôòi Câìn, Ba Ð?nh, Hà N?i",35,3.8,2,,,6,5,5,Have certificate,Full,6.85
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",65,5,13,Ðông - Nam,Ðông - Nam,5,5,5,Have certificate,,7.8
"Ðý?ng Th?ng Nh?t, Phý?ng 16, G? V?p, H? Chí Minh",15,,4,,,1,,,Have certificate,,2.2
"Ng? 73, Ðý?ng Nguy?n Tr?i, Phý?ng Khýõng Trung, Thanh Xuân, Hà N?i",40,4.3,5,Ðông - Nam,Ðông - Nam,3,3,3,Have certificate,,7
"Phý?ng V?nh Hýng, Hoàng Mai, Hà N?i",31,3.5,,,,5,3,4,Have certificate,,5.15
"Ðý?ng Ð?i C?n, Phý?ng Ngoòc HaÌ, Ba Ð?nh, Hà N?i",52,3.8,,,,5,3,4,Have certificate,Full,7.8
"Ðý?ng Ðông Thiên, Phý?ng V?nh Hýng, Hoàng Mai, Hà N?i",31,3.5,,,,5,3,4,Have certificate,,5.15
"X? Tân B?nh, V?nh C?u, Ð?ng Nai",105,5,6,,,,2,2,Have certificate,,1.95
"Ðý?ng Nguy?n Tr?i, Phý?ng H? Ð?nh, Thanh Xuân, Hà N?i",42,5.5,,,,5,,,Have certificate,Full,5.85
"Ðý?ng Tân Phý?c, Phý?ng Tân B?nh, D? An, B?nh Dýõng",108,,8,,,1,2,,Have certificate,,2.4
"Phý?ng D? An, D? An, B?nh Dýõng",80,,,,,2,3,3,Have certificate,,3.25
"Ðý?ng Tân An, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",66.3,,,,,2,3,2,Have certificate,,3.3
"D? án Vinhomes Marina C?u Rào 2, Phý?ng V?nh Ni?m, Lê Chân, H?i Ph?ng",67.5,5,13,Nam,Nam,4,4,4,Have certificate,Full,9
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",64,4.5,13,Ðông - B?c,Ðông - B?c,5,6,4,Sale contract,,7.2
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",70,5,20,Tây - B?c,Tây - B?c,5,6,4,Sale contract,,7.9
"D? án The Crown - Vinhomes Ocean Park 3, Huy?n Vãn Giang, Hýng Yên",75,4.5,20,Tây - B?c,Tây - B?c,5,6,4,Sale contract,,10
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",65,5,20,Ðông - Nam,Ðông - Nam,5,6,4,Sale contract,,7.8
"D? án The Empire - Vinhomes Ocean Park 2, X? Long Hýng, Vãn Giang, Hýng Yên",64,5,13,Ðông - Nam,Ðông - Nam,5,6,4,Sale contract,,7.35
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",75,4.5,13,Tây - Nam,Tây - Nam,5,6,4,,,10
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",75,5,13,Tây - B?c,Tây - B?c,5,6,4,Sale contract,,10
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",56,4,13,Ðông - Nam,Ðông - Nam,5,6,4,,,7.5
"Ðý?ng Qu?c L? 13, Phý?ng Hi?p B?nh Phý?c, Th? Ð?c, H? Chí Minh",62,,,,,2,3,2,Have certificate,,3.2
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",68,4.5,20,Tây - B?c,Tây - B?c,5,6,4,Sale contract,,7.5
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",52,4,30,Ðông - Nam,Ðông - Nam,5,6,4,,,6.5
"H?m 111, Ðý?ng Ph?m Vãn Ð?ng, Phý?ng Tân Hoà, Buôn Ma Thu?t, Ð?k L?k",78,6,,Ðông - Nam,,1,2,1,Have certificate,,1.5
"D? án The Crown - Vinhomes Ocean Park 3, X? Ngh?a Tr?, Vãn Giang, Hýng Yên",68,5,13,Ðông - Nam,Ðông - Nam,5,6,4,Sale contract,,8
"Ðý?ng L? Tri?n, Phý?ng An Khê, Thanh Khê, Ðà N?ng",105,5,15.5,Tây - B?c,Tây - B?c,2,3,2,Have certificate,Basic,5.75
"Ðý?ng Tân Hi?p 31, X? Tân Hi?p, Hóc Môn, H? Chí Minh",100,5,10,Ðông,Ðông,3,4,3,Have certificate,,5.5
"Ðý?ng Kinh dýõng Výõng, Phý?ng An L?c, B?nh Tân, H? Chí Minh",162,8,20,Nam,Nam,4,7,7,Have certificate,Full,8.4
"D? án 54 H? Ð?nh, Ph? H? Ð?nh, Phý?ng Thanh Xuân Trung, Thanh Xuân, Hà N?i",60,,10,,,5,6,4,Have certificate,Full,10
"Ðý?ng Tân An, Phý?ng Tân Ðông Hi?p, D? An, B?nh Dýõng",105,5,7,,,1,3,2,Have certificate,Basic,2.85
"Ðý?ng Âu Dýõng Lân, Phý?ng 3, Qu?n 8, H? Chí Minh",50,4.04,4,,,3,4,4,Have certificate,Full,6.8
"Ðý?ng M?u Lýõng, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",30,,,,,3,3,3,Have certificate,Full,4
"Ðý?ng Khýõng Ð?nh, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",34,,,,,4,4,,,,6.15
"Ðý?ng Phan Ð?nh Giót, Phý?ng An Phú, Thu?n An, B?nh Dýõng",64,4,14,,,3,4,4,Have certificate,Basic,3.35
"Ph? Quan Nhân, Phý?ng Nhân Chính, Thanh Xuân, Hà N?i",30,,,,,,5,3,Have certificate,Full,5.1
"Ng? 37, Ph? Ð?i Ð?ng, Phý?ng V?nh Hýng, Hoàng Mai, Hà N?i",45,,10,,,5,4,5,Have certificate,Full,8.2
"Ðý?ng M?u Lýõng, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",36,,,,,,,,Have certificate,,6.4
"Ph? L? Ðúc, Phý?ng Ðôìng Maìc, Hai Bà Trýng, Hà N?i",28,6.3,,,,,3,,Have certificate,,4.95
"Thôn Thái B?nh, X? Mai Lâm, Ðông Anh, Hà N?i",43,4.08,,Tây - Nam,,2,2,1,Have certificate,Full,2.35
"Phý?ng Giang Biên, Long Biên, Hà N?i",34,4.2,4,,,6,3,3,Have certificate,Full,4.68
"Ðý?ng Tr?nh Ð?nh C?u, Phý?ng Ð?nh Công, Hoàng Mai, Hà N?i",30,3.1,,,,4,4,3,,,6.2
"62/17, Ðý?ng Tr?n Mai Ninh, Phý?ng 12, Tân B?nh, H? Chí Minh",112.2,,,,,,4,2,Have certificate,Full,9
"Ph? Ðông Các, Phý?ng Nam ÐôÌng, Ð?ng Ða, Hà N?i",43.7,4.6,,,,5,3,4,Have certificate,Full,7.55
"Ðý?ng Bùi Tý Toàn, Phý?ng An L?c, B?nh Tân, H? Chí Minh",40,4,,,,2,,,,,3.25
"Ðý?ng Liên X?, X? Ð?i Thành, Qu?c Oai, Hà N?i",56,,,,,3,3,2,Have certificate,Full,2.97
"Ðý?ng Phúc Xá, Phý?ng Phuìc Xaì, Ba Ð?nh, Hà N?i",41,3.5,,,,4,,,Have certificate,Full,6.8
"Ðý?ng Tr?n Qu?c Tu?n, Phý?ng 1, G? V?p, H? Chí Minh",75,,,,,3,3,3,Have certificate,Full,7.2
"D? án Waterpoint, Ðý?ng T?nh l? 824, X? An Th?nh, B?n L?c, Long An",90,6,16,Nam,Nam,3,4,4,Sale contract,,4.2
"X? Ð?c Hoà Ðông, Ð?c H?a, Long An",105,,,,,2,3,2,,,1.69
"Ðý?ng Kinh Dýõng Výõng, Phý?ng An L?c, B?nh Tân, H? Chí Minh",72,4,4,Nam,,2,2,,,,4.2
"Ðý?ng V? Th? Sáu, Phý?ng Ðông H?a, D? An, B?nh Dýõng",62,6.7,5,,,2,2,2,Have certificate,Basic,3.5
"Ðý?ng Lê Cõ, Phý?ng An L?c, B?nh Tân, H? Chí Minh",523.5,11,10,,,1,,,,,7
"Ðý?ng L?nh Nam, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",33,,,,,5,3,4,Have certificate,Full,4.45
"Ðý?ng Âu Cõ, Phý?ng 10, Tân B?nh, H? Chí Minh",23.1,3.04,3,Nam,,1,,2,,,3.4
"Ðý?ng Tr?n Quang Di?u, Phý?ng 12, Qu?n 3, H? Chí Minh",62,6.2,,,,4,4,5,Have certificate,Full,9.99
"Ðý?ng L?c Long Quân, Phý?ng 3, Qu?n 11, H? Chí Minh",46,4,,,,2,3,2,,,5.2
"Ðý?ng Long Thu?n, Phý?ng Long Phý?c, Qu?n 9, H? Chí Minh",50,8,9,,,3,3,3,Have certificate,,3.99
"Ðý?ng Hoàng Xuân Nh?, Phý?ng H?a Cý?ng Nam, H?i Châu, Ðà N?ng",56.3,,,,,1,2,2,Have certificate,Basic,4.5
"Ðý?ng Quang Ti?n, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",30,3.4,4,Nam,Nam,5,3,4,Have certificate,Basic,5
"Ðý?ng Vãn Phú, Phý?ng Phú La, Hà Ðông, Hà N?i",35,4.6,5,,,5,4,4,Have certificate,Basic,8.2
"Ðý?ng S? 17, Phý?ng D? An, D? An, B?nh Dýõng",100,5,18,,,3,,,,,6.5
"Ðý?ng Phan Xích Long, Phý?ng 7, Phú Nhu?n, H? Chí Minh",45,6,4,,,4,3,4,Have certificate,,8.59
"Ðý?ng Lai Xá, X? Kim Chung, Hoài Ð?c, Hà N?i",43,,,,,5,8,8,Have certificate,,5.3
"Ðý?ng Tam Trinh, Phý?ng Yên S?, Hoàng Mai, Hà N?i",45,3.6,10,,,4,4,4,Have certificate,Full,3.2
"X? Hoài Hýõng, Hoài Nhõn, B?nh Ð?nh",250,9.4,,,,3,,,Have certificate,,4.85
"D? án Boutique Shophouse Melodia, Phý?ng An Th?i, Phú Qu?c, Kiên Giang",105,,,,,5,,,,,7
"Ðý?ng 16, X? Long Ði?n, Long Ði?n, Bà R?a V?ng Tàu",85,5,5,B?c,,1,2,1,Have certificate,Basic,1.65
"Ðý?ng Long Thu?n, Phý?ng Long Phý?c, Qu?n 9, H? Chí Minh",79,5,5,,,1,2,1,Have certificate,Full,3.55
"Ðý?ng Âu Cõ, Phý?ng Nh?t Tân, Tây H?, Hà N?i",38,,,,,5,5,,Have certificate,,4.89
"72, Ðý?ng Nguy?n Vãn Tho?i, Phý?ng M? An, Ng? Hành Sõn, Ðà N?ng",132,4.9,6,Ðông,,1,2,2,Have certificate,,8.5
"ðý?ng Liên M?c, Phý?ng Liên M?c, B?c T? Liêm, Hà N?i",35,,,,,,,,Have certificate,,3.95
"Ðý?ng Thành M?, Phý?ng 8, Tân B?nh, H? Chí Minh",43,4.3,,,,2,3,3,Have certificate,Basic,6.5
"Ðý?ng Nguy?n Th? Sóc, X? Bà Ði?m, Hóc Môn, H? Chí Minh",200,10,,,,3,4,4,,,8.5
"Ðý?ng 1, Phý?ng 10, Tân B?nh, H? Chí Minh",37,4.2,,,,2,2,2,Have certificate,Basic,6.59
"Ðý?ng Xa La, Phý?ng Phúc La, Hà Ðông, Hà N?i",38,,,,,4,5,4,Have certificate,Basic,5.3
"Ðý?ng Ðinh Tiên Hoàng, Phý?ng 3, B?nh Th?nh, H? Chí Minh",68.9,3.5,8,,,4,5,6,Have certificate,Basic,8.5
"Ðý?ng Xa La, Phý?ng Phúc La, Hà Ðông, Hà N?i",40,,,,,5,3,3,Have certificate,Full,4.6
"Ðý?ng Dýõng Th? Mý?i, Phý?ng Tân Th?i Hi?p, Qu?n 12, H? Chí Minh",62,4.5,5,,,2,2,2,Have certificate,Basic,3.9
"Phý?ng Hùng Výõng, H?ng Bàng, H?i Ph?ng",50,,14,,,4,4,5,Have certificate,Full,3
"Ph? Kim M?, Phý?ng Kim MaÞ, Ba Ð?nh, Hà N?i",45,5,,,,5,3,5,Have certificate,Full,7.8
"Ðý?ng Mý?i Th?, X? Ð?c Hoà H?, Ð?c H?a, Long An",108,4,,,,2,3,3,Have certificate,,1.98
"X? Ð?c Hoà Ðông, Ð?c H?a, Long An.",105.6,,4,,,,2,1,,,1.35
"X? Ð?c Hoà Ðông, Ð?c H?a, Long An",68,,,,,,2,1,Have certificate,,1.05
"Phý?ng Tây Th?nh, Tân Phú, H? Chí Minh",54,,,,,2,3,2,Have certificate,Basic,5.39
"Phý?ng Sõn K?, Tân Phú, H? Chí Minh",40,,,,,5,3,4,Have certificate,Basic,4.79
"Ðý?ng Tam Trinh, Phý?ng Yên S?, Hoàng Mai, Hà N?i",54,4.8,,,,2,,,Have certificate,Full,6
"Phý?ng Tân T?o, B?nh Tân, H? Chí Minh",64,,12,,,3,3,2,Have certificate,,5.7
"Ph? X? Ðàn, Ð?ng Ða, Hà N?i",30,,,,,5,3,,Have certificate,,8.38
"Phý?ng Baìch Khoa, Hai Bà Trýng, Hà N?i",62,6.6,,,,4,4,,Have certificate,Full,8
"Ðý?ng An Thý?ng 14, Phý?ng M? An, Ng? Hành Sõn, Ðà N?ng",52,5,5.5,,,2,3,2,Have certificate,Full,5.5
"Ng? 76, Ðý?ng An Dýõng, Phý?ng Yên Ph?, Tây H?, Hà N?i",53,4.3,,,,2,2,2,Sale contract,Basic,3.2
"H?m 385, Phý?ng Phú H?a, Th? D?u M?t, B?nh Dýõng",84,4,4,Tây - Nam,,2,3,2,Have certificate,Full,3.39
"Ðý?ng Phú Minh, Phý?ng Minh Khai, B?c T? Liêm, Hà N?i",54,4.5,4,Ðông - B?c,Ðông - B?c,5,4,4,Have certificate,Basic,6
"Ðý?ng M?u Lýõng, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",40,5,,,,4,3,3,Have certificate,Full,5.5
"Ph? Pháo Ðài Láng, Phý?ng Láng Thý?ng, Ð?ng Ða, Hà N?i",45,,,,,5,,,,,6.45
"X? Chýõng Dýõng, Thý?ng Tín, Hà N?i",100,,2.5,,,,1,1,Have certificate,,1.82
"Ðý?ng Ng?c Hà, Phý?ng Ng?c Hà, Ba Ð?nh, Hà N?i.",55,4,,,,5,4,4,,,6.6
"Ðý?ng T?nh L? 10, Phý?ng B?nh Tr? Ðông B, B?nh Tân, H? Chí Minh",86.4,,6,,,2,2,2,Have certificate,,9.5
"X? V?ng La, Ðông Anh, Hà N?i",48,4.3,6,,,1,2,1,Have certificate,Basic,2.83
"D? án NovaWorld H? Tràm, X? B?nh Châu, Xuyên M?c, Bà R?a V?ng Tàu",200,,,,,2,3,2,Sale contract,,5.6
"Ph? V?nh Ninh, X? V?nh Qu?nh, Thanh Tr?, Hà N?i",35,,,,,3,3,3,Have certificate,,3.6
"Thôn Sõn Trung, Ðý?ng Ð?i l? Thãng Long, X? Phý?ng Cách, Qu?c Oai, Hà N?i",53,,,,,3,3,3,Have certificate,Basic,2.55
"Ph? Gi?ng V?, Phý?ng Caìt Linh, Ð?ng Ða, Hà N?i",30,4,,,,5,3,4,,,5.6
"Ðý?ng 21B, Phý?ng Phú Lýõng, Hà Ðông, Hà N?i",35,3.5,2,Tây - Nam,Tây - Nam,4,3,3,Have certificate,Full,3.18
"Ðý?ng T? H?u, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",48,,,,,4,2,3,Have certificate,Full,4.3
"Phý?ng 9, Phú Nhu?n, H? Chí Minh",60,4,,,,4,6,6,Have certificate,Basic,8.6
"Ðý?ng Bùi Vi?n, Phý?ng Thành Tô, H?i An, H?i Ph?ng",48,4.15,6,Ðông - B?c,Ðông - B?c,4,3,3,Have certificate,Basic,3.99
"Ðý?ng L? Ð?o Thành, Phý?ng  An H?i B?c, Sõn Trà, Ðà N?ng",95,4.5,7.5,,,2,3,2,Have certificate,Full,5.3
"Ðý?ng Tr?n H?u Trang, Phý?ng H?a Cý?ng B?c, H?i Châu, Ðà N?ng",81,4.5,3.75,,,3,2,3,Have certificate,Full,5.3
"Ðý?ng Lê Quang Ð?o, Phý?ng Phú Ðô, Nam T? Liêm, Hà N?i",46,,,,,5,9,9,Have certificate,Full,7.65
"Ðý?ng H?i Ph?ng, Phý?ng Th?ch Thang, H?i Châu, Ðà N?ng",94,9,4,,,3,3,4,Have certificate,Full,7.2
"Ðý?ng An Th?ng, Phý?ng Biên Giang, Hà Ðông, Hà N?i",32,4.9,,,,5,5,5,Have certificate,Full,2.95
"Ðý?ng Tôn Th?t Thuy?t, Phý?ng 3, Qu?n 4, H? Chí Minh",40,,,,,3,4,5,,,7.2
"Ðý?ng H? Tùng M?u, Phý?ng C?u Di?n, Nam T? Liêm, Hà N?i.",20,,,,,5,3,4,Sale contract,Full,4.5
"Ðý?ng Tân Xuân 1, X? Tân Xuân, Hóc Môn, H? Chí Minh",30,4.7,,,,1,2,2,Sale contract,,1.25
"Ðý?ng Tu Hoàng, Phý?ng Phýõng Canh, Nam T? Liêm, Hà N?i.",42,,,,,7,,,,,10
"Ðý?ng Giáp Nh?, Phý?ng Th?nh Li?t, Hoàng Mai, Hà N?i",20,3,6,,,6,3,3,Have certificate,Full,5
"Ðý?ng Trinh Lýõng, Phý?ng Phú Lýõng, Hà Ðông, Hà N?i",38,3,,,,5,3,4,Have certificate,Full,3.56
"Ðý?ng L?c Long Quân, Phý?ng 10, Tân B?nh, H? Chí Minh",28,4,,,,3,3,3,,,3.85
"Ðý?ng 21B, Phý?ng Phú L?m, Hà Ðông, Hà N?i",37,3.3,3,Nam,Nam,5,4,3,Have certificate,Full,3.7
"Ðý?ng T?nh Quang, Phý?ng Giang Biên, Long Biên, Hà N?i",75.5,4,,,,3,4,3,Have certificate,Full,7.5
"Ðý?ng S? 3, Phý?ng B?nh Hýng H?a, B?nh Tân, H? Chí Minh",130,6,14,,,1,5,5,Have certificate,,8.6
"Ph? Hào Nam, Phý?ng Ô Chõò DýÌa, Ð?ng Ða, Hà N?i",37,3.8,,,,5,,,Have certificate,Full,7.2
"Ðý?ng Nam Dý, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",31,,,,,5,3,4,Have certificate,,4.1
"Ðý?ng Quang Trung, Phý?ng 14, G? V?p, H? Chí Minh",55,,6,,,3,4,4,Have certificate,Full,6.7
"Ðý?ng Ðê Tr?n Khát Chân, Phý?ng Thanh Lýõng, Hai Bà Trýng, Hà N?i",40,3.6,2.5,,,4,5,3,Have certificate,Full,6.5
"Ðý?ng Ða S?, Phý?ng Ki?n Hýng, Hà Ðông, Hà N?i",95,7.5,3,,,3,3,3,Have certificate,Full,8.99
"Phý?ng Phú Di?n, B?c T? Liêm, Hà N?i",37,4.85,3,,,2,2,1,Have certificate,,4.6
"Ðý?ng C? Nhu?, Phý?ng C? Nhu? 1, B?c T? Liêm, Hà N?i",60,,,,,5,4,4,Have certificate,Full,8.9
"Ðý?ng Quang Ti?n, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",35,4.8,3,,,5,4,4,,Full,5.1
"D? án The Oasis, Ðý?ng D35, Phý?ng An Phú, Thu?n An, B?nh Dýõng",180,,,,,3,5,4,Have certificate,,9.5
"Ðý?ng 768, X? Tân B?nh, V?nh C?u, Ð?ng Nai",95,4.5,,,,1,3,2,Have certificate,Basic,1.85
"D? án The Oasis, Phý?ng An Phú, Thu?n An, B?nh Dýõng",150,,,,,,4,3,Have certificate,,6.2
"D? án The Oasis, Phý?ng An Phú, Thu?n An, B?nh Dýõng",129.5,,,,,,3,3,Have certificate,,5.3
"Ðý?ng Núi Trúc, Phý?ng GiaÒng VoÞ, Ba Ð?nh, Hà N?i",30,3.2,4,,,5,3,4,Have certificate,Basic,7.98
"Ph? Thái Hà, Phý?ng Trung Liêòt, Ð?ng Ða, Hà N?i",48.3,3.6,2,,,4,3,3,Have certificate,Full,7.85
"Ðý?ng Linh Ðông, Phý?ng Linh Ðông, Th? Ð?c, H? Chí Minh",40,6,6,,,3,4,3,Have certificate,,3.8
"Ðý?ng M? L?, Phý?ng B?nh Tr? Ðông A, B?nh Tân, H? Chí Minh",40,4,6,,,3,3,3,Have certificate,Basic,4.7
"Ðý?ng Tô V?nh Di?n, Phý?ng Khýõng Trung, Thanh Xuân, Hà N?i",48,7.3,4,,,4,4,5,Have certificate,Full,9.7
"Ðý?ng Phan Chu Trinh, Phý?ng H?a Hýõng, Tam K?, Qu?ng Nam",242.8,,,,,2,2,2,Have certificate,Basic,9.5
"Ðý?ng Ba La, Phý?ng Phú La, Hà Ðông, Hà N?i",55,9,,,,5,6,6,Have certificate,Basic,8.5
"TSG Lotus Sài Ð?ng, 190, Ph? Sài Ð?ng, Phý?ng Vi?t Hýng, Long Biên, Hà N?i",180,,,,,2,,,Have certificate,Full,4.5
"Ðý?ng Ph? Tr?m, Phý?ng Long Biên, Long Biên, Hà N?i",38,3.1,2.6,B?c,,1,2,1,Have certificate,Full,4.8
"Gia Long Riverside Nhà Bè, H?m 1368, Ðý?ng Lê Vãn Lýõng, X? Phý?c Ki?n, Nhà Bè, H? Chí Minh",86.1,,12,Tây - B?c,B?c,4,4,5,Have certificate,Full,8.5
"ðý?ng T? Hi?p, Th? tr?n Vãn Ði?n, Thanh Tr?, Hà N?i",52,3.6,2.3,,,2,2,2,Have certificate,Basic,5.6
"Ðý?ng Trýõng Th? Hoa, Phý?ng Tân Th?i Hi?p, Qu?n 12, H? Chí Minh",39,4,5,,,2,2,2,Have certificate,Basic,3.25
"Ðý?ng C? Nhu?, Phý?ng C? Nhu? 2, B?c T? Liêm, Hà N?i",35,4,2.5,,,,,,Have certificate,,5.6
"Ðý?ng 11, Phý?ng Trý?ng Th?, Th? Ð?c, H? Chí Minh",93.7,4,,,,3,4,4,Have certificate,,8.7
"Phý?ng Ða Kao, Qu?n 1, H? Chí Minh",56,,,,,,,,,,8.9
"Ðý?ng Qu?c l? 1K, Phý?ng Linh Xuân, Th? Ð?c, H? Chí Minh",117.3,7,,,,2,,,Have certificate,,5.4
"Ðý?ng Bà Hom, Phý?ng Tân T?o, B?nh Tân, H? Chí Minh",35,,4,,,1,2,2,Have certificate,Full,2
"Phý?ng Trý?ng Th?, Th? Ð?c, H? Chí Minh",100,5,10,,,,2,1,Have certificate,,9.2
"Ðý?ng Ki?u Mai, Phý?ng Phúc Di?n, B?c T? Liêm, Hà N?i",44,3.8,3,,,5,6,4,Have certificate,Full,4.09
"X? Ðông Phýõng Yên, Chýõng M?, Hà N?i",217,14,5,,,2,,,Have certificate,,2.75
"Ðý?ng Vân Canh, X? Vân Canh, Hoài Ð?c, Hà N?i",38,,,,,5,5,4,Have certificate,Full,4.75
"Ðý?ng Liên Khu 16-18, Phý?ng B?nh Tr? Ðông, B?nh Tân, H? Chí Minh",70,3,,B?c,,,3,1,Have certificate,,5.5
"882, Ðý?ng V? Vãn Ki?t, Phý?ng 5, Qu?n 5, H? Chí Minh",21,3,,,,3,2,3,Have certificate,,4.7
"D? án B?nh Minh Garden, 93 Ðý?ng Ð?c Giang, Phý?ng Ð?c Giang, Long Biên, Hà N?i",83,6,40,Ðông - B?c,Tây - B?c,1,1,1,Sale contract,,5.8
"Ðý?ng Tân Sõn Nh?, Phý?ng Tân Sõn Nh?, Tân Phú, H? Chí Minh",72,4,8,,,4,6,5,Have certificate,Basic,9
"Ðý?ng Bùi Ði?n, Phý?ng 4, Qu?n 8, H? Chí Minh",55,3.7,12,,,2,2,1,Have certificate,,7.58
"Ðý?ng L?nh Nam, Phý?ng L?nh Nam, Hoàng Mai, Hà N?i",48,3.2,2.5,,,5,3,4,Have certificate,Full,5.86
"Ph? V? Tông Phan, Phý?ng Khýõng Ð?nh, Thanh Xuân, Hà N?i",36,4,3.9,,,5,6,3,Have certificate,Full,7.96
"Ðý?ng Cao Xuân D?c, Phý?ng 12, Qu?n 8, H? Chí Minh",41,,,,,2,3,2,Have certificate,,3.5
"Ðý?ng Th?nh L?c 15, Phý?ng Th?nh L?c, Qu?n 12, H? Chí Minh",50.1,4,7,Tây - Nam,Tây - Nam,4,4,5,Have certificate,Basic,4.45
"Ph? Pháo Ðài Láng, Phý?ng Laìng Thýõòng, Ð?ng Ða, Hà N?i",35,,,,,5,3,,Have certificate,Full,6.5
"Ðý?ng Ph?m Vãn Chiêu, Phý?ng 9, G? V?p, H? Chí Minh",60,,,,,3,4,5,,,6.8
"Ðý?ng Nguy?n B?c, Phý?ng 15, Tân B?nh, H? Chí Minh",45,5,7,,,3,3,3,Have certificate,Basic,6
"D? án Thái An Apartment, Ðý?ng Nguy?n Vãn Quá, Phý?ng Ðông Hýng Thu?n, Qu?n 12, H? Chí Minh",191,,20,,,,3,2,,,7
"Ðý?ng Chi?n Th?ng, Phý?ng Vãn Quán, Hà Ðông, Hà N?i",26,7.5,,,,6,,,Have certificate,,3.65
"Ðý?ng Hoàng B?t Ð?t, Phý?ng 15, Tân B?nh, H? Chí Minh",40,5.4,3,,,2,2,2,Have certificate,,3
"Ðý?ng Bùi Tý Toàn, Phý?ng An L?c, B?nh Tân, H? Chí Minh",40,4,4,,,2,2,2,,,3
"Ðý?ng S? 9, Phý?ng B?nh Hýng H?a, B?nh Tân, H? Chí Minh",52,4,8,,,1,2,2,Have certificate,,3.95
"Ðý?ng S? 6, Phý?ng B?nh Hýng H?a B, B?nh Tân, H? Chí Minh",26,3.2,8,,,4,4,4,,,2.15
"Ðý?ng H? Tùng M?u, Phý?ng C?u Di?n, Nam T? Liêm, Hà N?i.",64,,,,,4,7,,,Full,9.46
"Ðý?ng Lê Vãn Vi?t, Phý?ng Tãng Nhõn Phú A, Qu?n 9, H? Chí Minh",52,5,6,,,3,3,3,Have certificate,Full,4.8
"X? T? Hi?p, Thanh Tr?, Hà N?i",32,,,,,4,,,,,3.9
"Ðý?ng Lê Vãn Chí, Phý?ng Linh Trung, Th? Ð?c, H? Chí Minh",52,4.2,8,Tây - Nam,,3,3,4,,,6
"Ðý?ng L? T? Xuyên, Phý?ng Khuê Trung, C?m L?, Ðà N?ng.",83.3,6.5,5.5,Nam,Nam,4,4,5,Have certificate,,6.2
"143/, Ðý?ng G? D?u, Phý?ng Tân Qu?, Tân Phú, H? Chí Minh",56,,,,,4,4,,,,5.9
"Ðý?ng Xô Vi?t Ngh? T?nh, Phý?ng 21, B?nh Th?nh, H? Chí Minh",51,,,,,2,5,4,Have certificate,Full,6.5
"Ðý?ng Qu?c l? 1A, X? Tân Qu? Tây, B?nh Chánh, H? Chí Minh",500,,,,,1,2,1,Have certificate,,5.8
"Ðý?ng Hà Huy T?p, Phý?ng H?a Khê, Thanh Khê, Ðà N?ng",59,6.2,10,Ðông - Nam,Ðông - Nam,3,3,3,Have certificate,Full,7.3
"Ðý?ng Ð?i M?, Phý?ng Ð?i M?, Nam T? Liêm, Hà N?i.",32,,,,,5,3,4,Have certificate,Basic,4.7
"X? Tân Tri?u, Thanh Tr?, Hà N?i",38,,,,,6,5,5,Have certificate,,6.8
"Ðý?ng Xuân La, Phý?ng Xuân La, Tây H?, Hà N?i",34,3.4,2.5,,,5,3,4,Have certificate,Basic,6
"Ng? 207, Ðý?ng Xuân Ð?nh, Phý?ng Xuân Ð?nh, B?c T? Liêm, Hà N?i",34,4.5,,,,,,,Have certificate,,4.85
"Ðý?ng Th?ng Nh?t, Phý?ng 15, G? V?p, H? Chí Minh",52,4,5,,,4,4,5,Have certificate,Full,6.5
"Ðý?ng Lê Vãn Vi?t, Phý?ng Tãng Nhõn Phú A, Th? Ð?c, H? Chí Minh",56.1,,5,,,3,3,3,Have certificate,,4.8
"Ðý?ng Nguy?n Trung Tr?c, Phý?ng 4, Ðà L?t, Lâm Ð?ng",92.6,5,8,,,3,3,2,Have certificate,Full,6
